Frame #,Hand Pink X,Hand Pink Y,Body Pink X,Body Pink Y,Shoulder X,Shoulder Y,Elbow X,Elbow Y,Shoulder X_smoothed,Shoulder Y_smoothed,Hand Pink X_smoothed,Hand Pink Y_smoothed,Body Pink X_smoothed,Body Pink Y_smoothed,angles,velocity,roughness
64.0,581.0700073,1446.02002,716.6941528,1241.302368,663.5625,997.4602051,618.0,1213.205078,663.7159997603653,997.467594823991,580.8655426325739,1446.3528718447892,716.8364679040415,1241.381668420775,22.734111288384295,0.3790831813611106,2.9285978613391042e-05
65.0,580.6274414,1447.045776,717.0,1241.5,663.843689,997.6478271,618.0,1213.5,663.8441909076863,997.5602303538404,580.8114274045271,1446.6742272880097,716.9610256252123,1241.4148646917065,22.745650602012955,0.6923588177195938,5.6547996546660824e-05
66.0,580.6604004,1446.877319,717.1589355,1241.453491,664.1381836,997.5734253,618.0,1213.5,663.9697870912522,997.6122108790534,580.7232199032275,1446.9709688820112,717.0763209675262,1241.4700216240929,22.759899701977723,0.8549459978861051,5.9721343384723243e-05
67.0,580.4905396,1447.424561,717.1589355,1241.453491,664.1150513,997.6937256,618.0,1213.5,664.0861291890179,997.628174052202,580.6258194861794,1447.206167930946,717.1661027468069,1241.5401071252113,22.773541231835377,0.818491791459266,3.4378333894674986e-05
68.0,580.4905396,1447.424561,717.3824463,1241.670166,664.1150513,997.6937256,618.0,1213.5,664.1889802214105,997.6201121633698,580.5364387011358,1447.359389599426,717.2203416465154,1241.6150709540848,22.78373994758558,0.6119229450121821,1.0052155225087722e-05
69.0,580.4905396,1447.424561,717.2289429,1241.703735,664.2890015,997.5,617.6234131,1213.376587,664.2763790615948,997.6040016826672,580.4610230107435,1447.4307436322415,717.2386082250599,1241.6844800849126,22.7892098598379,0.3281947351391778,1.2261793359929511e-05
70.0,580.4905396,1447.424561,717.1568604,1241.807129,664.2890015,997.5,617.5,1213.5,664.3463086236375,997.5945111545516,580.396512353198,1447.4381262917736,717.2293460994562,1241.74079003501,22.790575985682896,0.0819675506997441,3.031755247770869e-05
71.0,580.2963257,1447.316528,717.1568604,1241.807129,664.2890015,997.5,617.5,1213.5,664.3947112702305,997.5996105780716,580.3360925589458,1447.4096123292136,717.2055672804828,1241.7820271850217,22.78988888572029,-0.0412259977562712,3.562331443316566e-05
72.0,580.2963257,1447.316528,717.1568604,1241.807129,664.4942627,997.6934814,617.5,1213.5,664.4157751236994,997.6181946644514,580.2741863772471,1447.3743751783284,717.179517104979,1241.8123345100405,22.789605224059727,-0.0170196996338489,2.1185560971342567e-05
73.0,580.2963257,1447.316528,717.1568604,1241.807129,664.4942627,997.6934814,617.5,1213.5,664.4050408139128,997.6423354940042,580.2096375542054,1447.3554155320137,717.1591018473629,1241.8399615522585,22.79154614286645,0.1164551284034587,5.979659757600521e-06
74.0,580.2130737,1447.343628,717.1568604,1241.807129,664.4942627,997.6934814,617.5,1213.5,664.3638366036936,997.6624687234832,580.1469361857545,1447.3660088023933,717.1470235912021,1241.8736940032036,22.796205109457873,0.2795379954852706,4.526325546444412e-06
75.0,580.0,1447.5,717.1320801,1241.981079,664.2765503,997.6849976,617.5,1213.5,664.301655906496,997.6722190832556,580.095041219923,1447.4099983982585,717.1418126647297,1241.9194486583922,22.802587655950976,0.3829527895862128,9.4766402553422e-06
76.0,580.0,1447.5,717.1568604,1241.807129,664.1150513,997.6937256,617.3765869,1213.623413,664.2338785675919,997.6708433586537,580.0635206436552,1447.4844396111637,717.1396166849838,1241.978418954173,22.808640542788908,0.3631732102758889,8.150752424395244e-06
77.0,580.0,1447.5,717.1386719,1242.182861,664.1150513,997.6937256,617.3765869,1213.623413,664.1757717394023,997.6632034789033,580.0576894845615,1447.5823730334666,717.1360619072038,1242.0473357870492,22.812128652312097,0.2092865713913738,3.388354580384545e-06
78.0,580.1438599,1447.596436,717.1386719,1242.182861,664.1381836,997.5734253,617.3765869,1213.623413,664.1365813975026,997.6579218886776,580.0756272053562,1447.6946400326926,717.127876996607,1242.1206840715918,22.811579513018582,-0.0329483576108913,7.820396647099661e-06
79.0,580.0932007,1447.978516,717.1386719,1242.182861,664.1150513,997.6937256,617.0881958,1213.828003,664.1169001803189,997.6645172076478,580.10835284022,1447.8118984283888,717.1140647316852,1242.1935527238354,22.806894151238826,-0.2811217067853988,2.223607324677254e-05
80.0,580.0932007,1447.978516,717.1386719,1242.182861,664.1150513,997.6937256,616.6815796,1213.462646,664.1095636015999,997.6905724668724,580.1420322040599,1447.9281907386105,717.0963510125047,1242.2630341555366,22.799465731428946,-0.4457051885928109,3.107266360425575e-05
81.0,580.164917,1448.164917,717.0775757,1242.287354,664.1150513,997.6937256,616.6398926,1213.834595,664.1024277828794,997.7396928353854,580.1607651700922,1448.044623979896,717.0784914421539,1242.3277075085157,22.791857491043803,-0.4564944231085377,2.2788413617702445e-05
82.0,580.164917,1448.164917,717.0,1242.5,664.1150513,997.6937256,616.5,1214.146362,664.0815054739005,997.810431135384,580.1498220564027,1448.1696930345213,717.0641044944607,1242.3870879131457,22.78710882087395,-0.2849202101911885,8.168096736052144e-06
83.0,580.164917,1448.164917,717.0,1242.5,663.9511108,998.0325928,616.5,1214.146362,664.0337032407173,997.8966595810708,580.099626103369,1448.3143554952253,717.0535268481048,1242.442400072906,22.78777342930257,0.0398765057173022,1.116625150095999e-05
84.0,580.164917,1448.164917,717.0,1242.5,663.9511108,998.0325928,616.3640747,1214.314453,663.94916461659,997.9899107943262,580.0096166907591,1448.483841186031,717.0413148407278,1242.4973161677256,22.794961285966103,0.4312713998118767,3.981123601686431e-05
85.0,579.835083,1448.835083,717.0,1242.5,663.9285889,998.0933838,616.3640747,1214.314453,663.8238852520336,998.08250663266,579.8898622581413,1448.671596396208,717.016198445947,1242.5563581152371,22.807749237932597,0.7672771179896642,7.058764935429655e-05
86.0,579.6740723,1448.977783,717.0,1242.5,663.9285889,998.0933838,616.2944336,1214.403931,663.6624974194681,998.1691277117573,579.7586436111372,1448.860257265238,716.9641844726096,1242.620823319841,22.823226378247437,0.9286284188903692,7.023225677616386e-05
87.0,579.6740723,1448.977783,717.0,1242.5,663.333313,998.2781372,616.383667,1214.616333,663.4786591704791,998.2461624181732,579.636638512296,1449.0290033202652,716.8739151436291,1242.6849463018575,22.837261236177337,0.8420914757940068,3.727621514031517e-05
88.0,579.3795166,1449.310181,716.7278442,1242.847046,663.1091919,998.2416992,616.2051392,1215.0,663.2900311296429,998.3104162346436,579.5405935763318,1449.1618660713862,716.7420848681055,1242.7361074767168,22.84584471517961,0.5150087401363379,1.2734342862617822e-05
89.0,579.5360718,1449.261108,716.7816162,1242.905151,662.9277954,998.416687,615.9328613,1214.985107,663.1092823022068,998.3588029905328,579.4791895980705,1449.25266071414,716.5762882457018,1242.76110492743,22.84653947055559,0.0416853225588909,3.553694916013117e-05
90.0,579.4578857,1449.296265,716.2404175,1243.032837,662.9277954,998.416687,615.6398926,1215.165405,662.937562968153,998.3892654402242,579.4521573278125,1449.3056035040422,716.3934134339629,1242.7560050957788,22.83933957813661,-0.4319935451388801,9.073160956411821e-05
91.0,579.4578857,1449.296265,716.059021,1242.817139,662.9277954,998.416687,615.5,1215.057129,662.7658786102506,998.4020380970449,579.4521335849539,1449.3322799136213,716.213549363409,1242.7329704457254,22.826426101574437,-0.7748085937303273,0.0001219211789550465
92.0,579.4578857,1449.296265,716.0,1242.5,662.9277954,998.416687,615.4367065,1215.413452,662.5832635987558,998.4000170700843,579.4677268539231,1449.3464977485623,716.0522327455886,1242.7179631657812,22.810949748189124,-0.92858120311881,9.845343966447597e-05
93.0,579.4578857,1449.296265,716.0,1242.5,662.1809692,998.333313,615.5,1215.5,662.384785329032,998.3875980689296,579.4865389266556,1449.3592885663445,715.915620647477,1242.7391606727842,22.795633396543124,-0.9189810987599856,4.723796270180541e-05
94.0,579.612915,1449.369141,715.8613281,1242.817139,662.0306396,998.3045044,615.5,1215.5,662.1729297412552,998.3685222259012,579.497978763601,1449.3760269858278,715.8008221802205,1242.8128872684397,22.782006655243705,-0.8176044779651193,1.1373924410849057e-05
95.0,579.4905396,1449.424561,715.602417,1242.828735,661.8719482,998.3521729,615.5,1215.5,661.9530007923108,998.3442100906092,579.4957995183755,1449.3965518370617,715.6992228328343,1242.935382387701,22.770419796042237,-0.6952115520881108,2.705532645392316e-06
96.0,579.5,1449.5,715.6604614,1242.862915,661.9277954,998.416687,615.5,1215.5,661.7289534593249,998.313895979534,579.4794205018616,1449.4177493544228,715.5995598391561,1243.0840623409774,22.76039068828716,-0.6017464653046289,5.624841801399247e-06
97.0,579.4134521,1449.432739,715.3824463,1243.670166,661.5316772,998.2781372,615.3765869,1215.623413,661.5035434203002,998.276223592812,579.4531069463425,1449.4367374640806,715.4900401887503,1243.2272655010945,22.750865201739995,-0.5715291928299138,5.955341065878469e-06
98.0,579.4134521,1449.432739,715.3824463,1243.670166,661.2120972,998.1287842,615.3765869,1215.623413,661.28030121654,998.2304396322476,579.4233872141205,1449.4526163988785,715.3607938392863,1243.3387636134844,22.74037350530275,-0.6295017862347407,2.6514647677009267e-06
99.0,579.3366089,1449.460815,715.5,1243.267334,661.0106201,998.0585327,615.0,1215.774048,661.0635491982176,998.1763662568574,579.3961409021318,1449.4661292394535,715.2074778490374,1243.40962167556,22.72735429125754,-0.781152842712487,1.943163277209881e-06
100.0,579.4133301,1449.449951,715.0600586,1243.399414,660.8719482,998.3521729,615.0,1215.580688,660.8565458323285,998.1148802657548,579.3747090356474,1449.4781967697415,715.0344724122164,1243.4495002353435,22.710798705765104,-0.9933351295462244,8.511513660002133e-06
101.0,579.3589478,1449.443237,714.6175537,1243.329834,660.6107788,998.1715088,614.6815796,1215.537354,660.6603138135144,998.0502775624618,579.359577700657,1449.4887237757894,714.8540849534814,1243.4770664421872,22.690892483339297,-1.1943733455483851,1.8663881628633105e-05
102.0,579.3433228,1449.540039,714.6175537,1243.329834,660.5945435,998.1091919,614.5,1215.5,660.4744215130975,997.9918882535156,579.3492235013848,1449.4965812366918,714.6804682973458,1243.507169815377,22.66908450810616,-1.3084785139882626,2.19730360680597e-05
103.0,579.3433228,1449.540039,714.5,1243.5,660.2890015,997.5,614.5,1215.5,660.2988223683436,997.9504647767036,579.3412680386099,1449.5009421026996,714.5223927242208,1243.5427482133236,22.647398576809024,-1.3011558778281085,1.4211242732147817e-05
104.0,579.3433228,1449.540039,714.3824463,1243.670166,660.1167603,997.7815552,614.5,1215.5,660.1350127316747,997.9297645929008,579.3334755889923,1449.5031605304198,714.3803081618306,1243.5750171698994,22.627405173898744,-1.199604174616837,4.4958625071465325e-06
105.0,579.3433228,1449.540039,714.2289429,1243.703735,659.9408569,997.9731445,614.5,1215.5,659.9855454547993,997.9206312526012,579.324570295475,1449.5076483801863,714.2489406062859,1243.5909022552908,22.609495142692634,-1.074601872366614,2.537022689990711e-06
106.0,579.2733154,1449.430054,714.2289429,1243.703735,659.9285889,998.0933838,614.5,1215.5,659.8525341903992,997.9044938359984,579.314810781383,1449.5206459763997,714.1231447428307,1243.5830878970894,22.5929098351711,-0.995118451292072,5.331333725789157e-06
