Frame #,Hand Pink X,Hand Pink Y,Body Pink X,Body Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X_smoothed,Shoulder Green Y_smoothed,Hand Pink X_smoothed,Hand Pink Y_smoothed,Body Pink X_smoothed,Body Pink Y_smoothed,angles,velocity,roughness
11.0,716.1798096,1243.5,551.5908813,1448.030273,657.6936646,990.9008789,602.5526123,1210.79126,657.6609894696837,990.6933485954902,716.2441478629728,1243.587695767735,551.3652054045642,1448.2838751168697,333.90020944036416,-0.8133390722946388,8.985104082107595e-06
12.0,716.1798096,1243.5,551.5908813,1448.030273,657.5,990.5,602.5526123,1210.79126,657.6424904229668,990.6818528314152,716.3144111129126,1243.7207439433862,551.1870830329423,1448.5633162489185,333.8829537282607,-1.035342726207773,2.2017326659783546e-05
13.0,716.5654297,1243.877686,550.5864258,1449.370361,658.0,990.5,602.5526123,1210.79126,657.6229462032181,990.6830248385064,716.392201222953,1243.8879651206814,551.0028446326531,1448.9017276473955,333.86345286221297,-1.170051962864136,2.6841937659759874e-05
14.0,716.5,1244.0,550.7160645,1449.283936,657.5,990.5,602.3256226,1211.235107,657.5852908096891,990.7064130912032,716.458369417485,1244.0645693397294,550.8528743164716,1449.2638983299644,333.8443058795088,-1.148818962250289,1.7204845129319672e-05
15.0,716.5,1244.5,550.6514893,1449.886353,657.3086548,990.8641968,602.5,1211.5,657.5165155110791,990.7516638460094,716.4970794009423,1244.222014111081,550.7691861514844,1449.6139097320226,333.8284883072919,-0.9490543330150558,6.043901644450842e-06
16.0,716.5,1244.5,550.6514893,1449.886353,657.3086548,990.8641968,602.5,1211.5,657.4068748210399,990.809170137489,716.5002079075481,1244.3403502936053,550.7631999661112,1449.9276975681803,333.8182744835619,-0.6128294237998944,1.4125170067388728e-05
17.0,716.5,1244.5,550.8300781,1450.169922,657.3086548,990.8641968,602.5,1212.0,657.2497050004283,990.8674776465872,716.468647060896,1244.4178002542772,550.8238289190158,1450.1964468736064,333.81438759589804,-0.233213259830336,4.406337589673445e-05
18.0,716.5,1244.5,551.1136475,1450.348511,657.5,991.5,602.3256226,1211.764893,657.0459283985457,990.9215629401804,716.4114166811437,1244.4718347117507,550.9249219083358,1450.4215434230082,333.81580440666306,0.0850086459013255,7.104122947391692e-05
19.0,716.2788086,1244.278809,551.222229,1450.341919,656.7886353,990.7886353,602.1500244,1211.888916,656.8104759689055,990.9756973952158,716.3431290879222,1244.5307006528012,551.0372077378963,1450.6062914407007,333.8203193311862,0.2708954713898492,6.923666946093763e-05
20.0,716.2788086,1244.278809,551.0780029,1450.666626,656.5,990.5,601.9677124,1211.903198,656.5728494519199,991.0366080992878,716.2795415862034,1244.6199930595567,551.1384897367831,1450.750292189816,333.8256479149756,0.3197150273626903,4.2150556647721394e-05
21.0,716.0,1245.0,551.0991211,1451.306274,656.2113647,990.7886353,601.9677124,1211.903198,656.3679793173931,991.1000196563804,716.2318822149898,1244.752221878498,551.2175165892089,1450.8507015836722,333.83062393287474,0.2985610739483491,1.5038142892957335e-05
22.0,716.1699219,1245.169922,551.3768311,1451.0,656.1358032,991.3086548,601.8007202,1212.026123,656.2217743310339,991.1428216000083,716.2025930465669,1244.925026017193,551.2720354356616,1450.9093880833084,333.83591470683587,0.3174464376672858,2.713860892131055e-06
23.0,716.4138184,1244.88501,551.2936401,1450.833374,656.0,991.5,600.9298096,1212.013184,656.1390307015198,991.1309767593632,716.185618595173,1245.1257479177946,551.3050262588513,1450.9387159029982,333.84369055548325,0.4665509188430405,1.6169387183069942e-06
24.0,716.2359009,1245.210205,551.2936401,1450.833374,656.0,991.5,600.9536743,1211.766235,656.0985475395481,991.0387938278212,716.1714036874877,1245.3354687838448,551.3215253438316,1450.9593287597866,333.8561235654787,0.7459805997268631,9.950442380140098e-06
25.0,716.0,1245.5,551.1555786,1451.0,656.0,990.5,600.7363892,1211.631836,656.0567862792207,990.8644612700016,716.1525301782461,1245.5307820487046,551.3258797819292,1450.9914004955926,333.87348622382956,1.0417595010517289,2.7889437295413998e-05
26.0,716.1813965,1245.941162,551.3939209,1450.886353,656.0,990.5,600.7363892,1211.631836,655.9596035582027,990.6313870238134,716.1260713273907,1245.6876919328004,551.3199347803379,1451.045997789488,333.8931343826572,1.178889529658136,3.7259158191375415e-05
27.0,716.1813965,1245.941162,551.3833618,1451.116699,656.0,990.5,600.6688232,1211.623657,655.7599830786929,990.3785842347082,716.0931017728881,1245.7892634761788,551.303867577389,1451.1210709978782,333.9100718983032,1.0162509387612315,2.2394309263208242e-05
28.0,716.0488892,1245.648926,551.3650513,1451.230103,656.0,990.5,600.5,1211.759033,655.4368557762905,990.1497428964664,716.0574962967613,1245.8322889303065,551.2795106424469,1451.202919460928,333.9187387784871,0.5200128110345759,1.9409720261301858e-05
29.0,715.9375,1245.841675,551.222229,1451.341919,655.0,989.5,600.6688232,1211.623657,655.0066265958994,989.984089695353,716.0239990376489,1245.8282978447187,551.2531792440608,1451.272078293748,333.9151564691003,-0.2149385632105804,9.134062431254772e-05
30.0,715.9375,1245.841675,551.222229,1451.341919,654.5,989.5,600.5,1211.759033,654.5189862690706,989.906453819154,715.9950696470775,1245.799976261471,551.2352815911139,1451.311204297043,333.89860266084366,-0.9932284953970338,0.0002271847050951591
31.0,715.9375,1245.841675,551.222229,1451.341919,653.3086548,990.1358032,600.2454834,1211.973022,654.0361226349396,989.9194627026708,715.9681316745061,1245.776859992945,551.236846493137,1451.31203157995,333.8721312405119,-1.5882852199047193,0.0003153413637765895
32.0,715.9375,1245.841675,551.222229,1451.341919,653.3086548,990.1358032,599.9683838,1212.150879,653.606227496809,990.0057389506952,715.9355501052441,1245.7913259741697,551.265005208592,1451.2795960532817,333.84159546346643,-1.8321466227291696,0.0002643354172556306
33.0,715.9375,1245.841675,551.222229,1451.341919,653.5,990.5,600.5,1212.5,653.2479531957766,990.1404312865466,715.8879158446671,1245.8730194293294,551.3193035091377,1451.2332222099762,333.8135553423405,-1.6824072675547086,0.00012339215683149313
34.0,715.9375,1245.841675,551.222229,1451.341919,653.3086548,990.1358032,599.788269,1212.689697,652.9547646100434,990.3041976928388,715.8191642732589,1246.0407078669357,551.3903441528836,1451.2037093286776,333.79308561137776,-1.2281838577655435,3.304943984241166e-05
35.0,715.8356934,1246.108032,551.6094971,1451.0,652.8641968,990.5,599.5,1212.5,652.7121497621367,990.4875762769112,715.730862818886,1246.2936729118987,551.4625499692431,1451.225595633363,333.7824611682612,-0.6374665869941509,6.338439606886945e-05
36.0,715.5,1246.5,551.9185791,1451.023315,652.5,990.5,599.3763428,1212.668823,652.5120038386782,990.686653573253,715.6329088698535,1246.607394406574,551.5215476302953,1451.3250255981425,333.7811047354107,-0.0813859710308406,0.00014881143341028183
37.0,715.5,1247.0,551.5,1451.5,652.2175903,990.875,599.3763428,1212.668823,652.3547556549503,990.8963000706382,715.5397247613693,1246.9380017895153,551.5622168508338,1451.5080924167871,333.7865228766528,0.3250884745261828,0.0001856838177271657
38.0,715.4051514,1247.594849,551.5,1451.682129,652.0,991.1025391,599.3763428,1212.668823,652.2417050762117,991.1068438343736,715.4642405773781,1247.2358045878898,551.5905224649158,1451.7566794496863,333.7955286465303,0.5403461926493947,0.00014479909513538382
39.0,715.4051514,1247.594849,551.361084,1452.166626,652.1798096,991.5,599.3763428,1212.668823,652.1662757338765,991.3058611368976,715.4133887009912,1247.462283789471,551.6167485218438,1452.034794131985,333.8050782504871,0.5729762374096481,7.190227609793604e-05
40.0,715.4051514,1247.594849,551.5,1452.5,652.1798096,991.5,599.3943481,1213.361694,652.1113076848391,991.4825580697484,715.3870795539862,1247.6017996220085,551.6459237139666,1452.301999741369,333.8125491707669,0.4482552167871745,1.9563015571574668e-05
41.0,715.4051514,1247.594849,551.9000244,1452.685669,652.1798096,991.5,599.5,1213.5,652.0534939218933,991.6305364587704,715.380072339595,1247.662521048197,551.6737757937105,1452.5272288021183,333.815793390279,0.194653170726724,6.833534023240167e-06
42.0,715.4051514,1247.594849,551.8312988,1452.637817,651.8666382,991.7897339,599.5,1213.5,651.9707686919753,991.7470004623692,715.3849996759518,1247.6682738671252,551.6910857359326,1452.6966779360212,333.81332965377965,-0.1478241899610566,2.52469436101509e-05
43.0,715.4051514,1247.594849,551.7056274,1452.735962,651.8666382,991.7897339,599.6398926,1213.834595,651.8481966794387,991.8302315181209,715.3949793511796,1247.6473793889886,551.6917011923737,1452.81296175878,333.8046767461688,-0.5191744566502621,5.5434952015637776e-05
44.0,715.4051514,1247.594849,551.7056274,1452.735962,651.8666382,991.7897339,599.3601074,1214.165405,651.6813590369875,991.8780974912968,715.4050169415693,1247.6235505499517,551.6771059602036,1452.8879617604073,333.79056318493184,-0.8468136742180832,7.60844007261436e-05
45.0,715.4051514,1247.594849,551.5,1453.0,651.5,992.0,599.0,1214.192139,651.4778012374153,991.8887162547308,715.4122014543256,1247.6107519890666,551.6547624402381,1452.9350666614266,333.7728029650268,-1.0656131943017044,7.253340390521676e-05
46.0,715.4051514,1247.594849,551.6094971,1453.0,651.1129761,991.8870239,599.5,1214.146362,651.2556534105125,991.8629647879272,715.4151667677038,1247.611716961315,551.6328426591336,1452.9650954764722,333.7538084160631,-1.1396729378213877,4.69815785375038e-05
47.0,715.4051514,1247.594849,551.6094971,1453.0,651.1129761,991.8870239,599.5,1214.146362,651.0386795291473,991.8074067532066,715.4134034402623,1247.6190931818826,551.6156898342215,1452.985976835667,333.73587865354125,-1.0757857513124236,1.800715470636213e-05
48.0,715.4051514,1247.594849,551.6094971,1453.0,650.8300781,991.8300781,599.5,1214.146362,650.8495429499449,991.7352981648606,715.4068755930726,1247.6184233986646,551.6026029869828,1453.0034849208434,333.7205325118635,-0.92076850066519,4.085231829399063e-06
49.0,715.4051514,1247.594849,551.6094971,1453.0,650.5,991.5,599.3763428,1214.331177,650.7037739139324,991.6638525952062,715.3961322138916,1247.59265983456,551.5897221451935,1453.0209733968818,333.708146666917,-0.7431506967895984,7.02785414849347e-06
50.0,715.4051514,1247.594849,551.6094971,1453.0,650.5,991.5,599.3763428,1214.331177,650.6060391065236,991.6081375454507,715.3827794803324,1247.528014942728,551.5732264301076,1453.0381381407874,333.6980234508618,-0.6073929633123498,1.3816712351564952e-05
51.0,715.4051514,1247.594849,551.6094971,1453.0,650.7761841,991.5856934,599.1390381,1214.339478,650.5506189947703,991.5746767694976,715.3698596500038,1247.4202166875184,551.5521535518461,1453.0499899014114,333.6888803328499,-0.5485870807126503,1.333362896359839e-05
52.0,715.4051514,1247.594849,551.6094971,1453.0,650.5,991.5,599.1390381,1214.339478,650.5269784263149,991.5585450836992,715.3614226918806,1247.2785346710343,551.5295643561675,1453.0473237281622,333.6796224747693,-0.5554714848369713,6.936433987085843e-06
53.0,715.1635132,1246.710693,551.3227539,1453.137573,650.7761841,991.5856934,598.8754883,1214.17627,650.5273958069763,991.5453085789476,715.3607345568995,1247.123560082817,551.5111085630858,1453.0195417596246,333.6700889786994,-0.5720097641926714,1.7926853145841913e-06
54.0,715.2836914,1246.673706,551.5,1453.0,650.5,991.5,599.1390381,1214.339478,650.5513972981366,991.5164270325348,715.3679180791786,1246.97739782086,551.5013736932572,1452.9594319928965,333.66135884303003,-0.5238081401637373,2.666924562690701e-07
55.0,715.5,1246.900024,551.4545288,1452.924194,650.5,991.5,599.2399292,1214.199585,650.6039270913772,991.456147480922,715.3797074038048,1246.8522329210955,551.5004496503689,1452.8678009754758,333.6553100487395,-0.3629276574304185,2.0270818843576334e-06
56.0,715.5,1246.900024,551.5,1452.810181,650.5,991.5,599.5,1214.0,650.6885340149086,991.3583438441284,715.3933082155872,1246.746560861851,551.5034200696438,1452.7553832407991,333.6534747033316,-0.1101207244755642,1.0513859294695199e-05
57.0,715.5,1246.900024,551.6296387,1452.623413,650.5,991.5,599.3601074,1213.834595,650.8008209601153,991.231340481224,715.4123913271053,1246.6511934997227,551.5032646246941,1452.6407438768756,333.65569675116086,0.1333228697558297,2.4377166943428232e-05
58.0,715.5,1246.380005,551.5166626,1452.400024,651.3086548,990.8641968,599.3601074,1213.834595,650.928526700304,991.0976551609972,715.4505230490306,1246.557786966313,551.4952449517895,1452.5446857092168,333.65938474349747,0.2212795401965195,2.794858192999486e-05
59.0,715.5,1246.380005,551.5166626,1452.400024,651.3086548,990.8641968,599.3765869,1213.623413,651.0602825702448,990.9867533885312,715.5289266873756,1246.4625047503437,551.4799880185785,1452.4833715450948,333.65996026394123,0.0345312266256314,1.4608802063336459e-05
60.0,715.5,1246.380005,551.3743286,1452.579468,651.3086548,990.8641968,599.3765869,1213.623413,651.1969761329809,990.9237456096912,715.6690789183272,1246.364838706569,551.463449573051,1452.4634464278,333.65244724602024,-0.4507810752591012,1.9261202744285672e-05
61.0,715.5974731,1246.232666,551.4310913,1452.391113,651.3086548,990.8641968,599.5,1214.0,651.3558152171059,990.920434662926,715.883741810168,1246.2664711489244,551.4542303383353,1452.4811748955358,333.6334489466638,-1.1398979613863958,8.901115962650794e-05
62.0,716.4091187,1246.45459,551.5384521,1452.461548,651.3086548,990.8641968,599.5,1214.0,651.5628441505492,990.9728805199506,716.1717843213037,1246.1729185348738,551.4604074453046,1452.5248133615232,333.6024813658878,-1.8580548465604352,0.00020598223528511144
63.0,716.6450195,1246.099609,551.4571533,1452.733276,651.5,991.5,599.5,1214.0,651.8391442923464,991.0651098494778,716.520271272859,1246.0958403371703,551.4874089799206,1452.5786191851485,333.56196804884064,-2.430799022829433,0.00028000736955219514
64.0,716.8779297,1246.079834,551.5,1452.651978,652.5,991.0,599.5,1214.0,652.1904891174692,991.1753943743546,716.9113891530191,1246.051636105322,551.5366011193013,1452.627686249764,333.5160318208477,-2.756173679578069,0.0002461896074887031
65.0,717.5,1245.5,551.5,1452.651978,652.5,991.0,599.6321411,1214.371948,652.6066592171398,991.28053669859,717.3278989318002,1246.0543872188498,551.6039477902705,1452.6622488271628,333.4689768627381,-2.8232974865750293,0.00013832127807381978
66.0,717.5,1246.380005,551.7056274,1452.735962,653.5,991.5,599.7600708,1214.199585,653.0682086010027,991.3572153666296,717.7533577990353,1246.1070543665096,551.6796223720431,1452.6795391596845,333.42437213337126,-2.6762837620094615,4.2896288193374944e-05
67.0,717.9398804,1246.2677,551.7056274,1452.735962,653.5,991.5,599.9000244,1214.359985,653.5526792124369,991.3844226302056,718.1686080052025,1246.1977717483408,551.7501945298194,1452.682616455499,333.3849577083349,-2.3648655021804643,1.1351361719264127e-05
68.0,718.6029663,1246.068604,552.0,1452.5,653.5,991.5,600.2321777,1214.708008,654.0339350951689,991.3491438379124,718.5496700429676,1246.3032970530749,551.8036557102755,1452.6768269749944,333.35283534443033,-1.927341834275467,3.7983389943678095e-05
69.0,719.2197266,1246.5,551.9155884,1452.603394,654.0991211,991.3063354,600.9706421,1214.689697,654.4765749928711,991.2511847782436,718.8719015717239,1246.3959196737242,551.8352672485149,1452.6651436015816,333.3292486054596,-1.4152043382432566,9.19586183697512e-05
70.0,719.2836914,1246.673706,551.8312988,1452.637817,655.3086548,990.8641968,600.9706421,1214.689697,654.8358848927621,991.1021739306988,719.1192453781379,1246.4509318918963,551.8507655830654,1452.6448633278096,333.31398078050603,-0.9160694972149486,0.0001399021695701585
71.0,719.1087036,1246.478271,551.8312988,1452.637817,655.3086548,990.8641968,600.9569702,1214.273071,655.0714079172988,990.9190679065129,719.2907604429752,1246.4536754894073,551.864430881194,1452.6082431150016,333.30522138328064,-0.5255638335233925,0.00015303267204272995
72.0,719.2397461,1246.57312,551.8312988,1452.637817,655.5,990.5,601.2338257,1214.046265,655.1682751275042,990.717556090736,719.3985093863794,1246.403160855384,551.8927337691487,1452.5470757416094,333.3004899687486,-0.2838848719227371,0.00012336012849163675
73.0,719.5,1246.0,551.8312988,1452.637817,655.3086548,990.8641968,601.913208,1213.34375,655.1511893869144,990.510980068422,719.4596163195541,1246.3089105279926,551.9468432244369,1452.4583331859951,333.29804870812205,-0.1464756375924025,7.354967679098766e-05
74.0,719.5,1246.0,551.9498291,1452.243774,655.3086548,990.8641968,601.796814,1213.506836,655.0805395349446,990.3148776017058,719.4896932162359,1246.1822288235207,552.027451086906,1452.3471352891222,333.2976119444183,-0.02620582222562,3.454866341260475e-05
75.0,719.5,1246.0,552.1721802,1452.205078,654.1358032,989.6913452,601.6766968,1213.0,655.0302895799558,990.1496569258647,719.5008610584975,1246.0281142880146,552.1242009891913,1452.2247683783687,333.29981004567094,0.131886075158718,1.7483385792357064e-05
76.0,719.5,1246.0,552.3197021,1451.962524,654.5,989.5,601.4140015,1213.061523,655.0570202165736,990.0336339976388,719.5025417880195,1245.8442378800207,552.2200916966801,1452.102806336682,333.3050047489684,0.3116821978460393,1.5086001208467895e-05
77.0,719.5,1246.0,552.3560791,1451.943237,655.5,990.0,601.5101929,1213.239868,655.177542505029,989.9703303774238,719.5026663041648,1245.6273911715696,552.2986015299201,1451.9872104566357,333.312474673945,0.4481954985988068,1.626006371813854e-05
78.0,719.5952148,1245.047607,552.3560791,1451.943237,655.6913452,990.1358032,601.237793,1212.973389,655.369209482667,989.9436065824432,719.5085842630722,1245.3808056834898,552.3497703912681,1451.8760504764236,333.3204341015614,0.4775656569813691,1.2734613312067992e-05
79.0,719.5,1245.0,552.4431152,1451.747925,655.6913452,990.1358032,602.621521,1212.610718,655.5892425524271,989.9270228660016,719.5273962884312,1245.1158649916872,552.3726327858774,1451.7617110450587,333.3265920062353,0.3694742804339057,5.229962997903187e-06
80.0,719.5,1245.0,552.348999,1451.678467,655.6913452,990.1358032,602.621521,1212.610718,655.7960641286612,989.8993652982954,719.5651287595148,1244.849233345864,552.3737127823458,1451.6357308666843,333.32876149124735,0.1301691007245153,5.281606120695502e-06
81.0,719.5,1245.0,552.2000122,1451.550049,656.0991211,989.6936646,602.777771,1212.444458,655.9611178151241,989.8542666002,719.6250263746322,1244.600693176713,552.3627182218347,1451.4937257492954,333.32531067823174,-0.2070487809362475,2.2805170036507223e-05
82.0,719.8863525,1244.04541,552.2943726,1451.445923,656.0991211,989.6936646,603.2338257,1212.046265,656.0718207548381,989.7990244768164,719.706803171775,1244.391703690167,552.3475894095335,1451.3386475881032,333.3154280923995,-0.5929551499355057,5.345200506440809e-05
83.0,719.8863525,1244.04541,552.4251099,1451.169067,656.0991211,989.6936646,603.3763428,1212.331177,656.1299322772555,989.7464194829196,719.8081484078659,1244.2399963891044,552.3319110408687,1451.1811210492776,333.2991315354043,-0.977793419712043,8.175449332836167e-05
84.0,719.8863525,1244.04541,552.2943726,1450.909058,656.0991211,989.6936646,603.3763428,1212.331177,656.14721551574,989.7066864940452,719.9267420923096,1244.1509326214205,552.3163915396644,1451.0360598660477,333.27704933991333,-1.3249317294571483,9.414656218981918e-05
85.0,719.8809814,1244.166626,552.5,1450.810181,656.0991211,989.6936646,603.5,1212.5,656.1395709238291,989.6838969487628,720.0598591996081,1244.1131512744228,552.3028365857039,1450.9167137100617,333.25024602440953,-1.6081989302278998,8.706418906081611e-05
86.0,720.2788086,1244.278809,552.2943726,1450.909058,656.0991211,989.6936646,603.5,1212.5,656.1217229868153,989.6764384661708,720.2018088911284,1244.1031896656837,552.2970462232112,1450.8295575590985,333.2202947238761,-1.7970780320047195,6.517365553123232e-05
87.0,720.2788086,1244.278809,552.2238159,1450.776245,656.0991211,989.6936646,603.5,1212.5,656.1041068375679,989.6793540089598,720.3425119726337,1244.095597920504,552.3077900759657,1450.7728740442706,333.18939766884967,-1.853823301587454,3.664843262896901e-05
88.0,720.5,1244.0,552.2238159,1450.776245,656.0991211,989.6936646,603.5,1212.5,656.0921670169007,989.6867642475268,720.469292016868,1244.0711291687842,552.3417146674886,1450.7385720345922,333.16015640150573,-1.7544760406360638,1.2495910025677278e-05
89.0,720.7359009,1243.705688,552.333313,1450.666626,656.0991211,989.6936646,603.5,1212.5,656.0873028790055,989.6935647255962,720.5709182008022,1244.018463445096,552.3972692743936,1450.7146564818115,333.13485138287473,-1.5183011178601191,5.367505387780141e-06
90.0,720.597229,1243.875,552.4205322,1450.62561,656.0991211,989.6936646,603.5,1212.5,656.0884536939707,989.6963091817272,720.6414439042104,1243.9317974031062,552.4618702030367,1450.6868635494584,333.11455038403926,-1.2180599301279926,1.9143321840865762e-05
91.0,720.6206665,1244.379272,552.5794678,1450.62561,656.0991211,989.6936646,603.5,1212.5,656.0935247715752,989.6935615741562,720.6815857516598,1243.8108240843142,552.5144528496453,1450.6402111226223,333.0986369524708,-0.95480589410613,3.88172206107477e-05
92.0,720.7359009,1243.705688,552.5794678,1450.62561,656.0991211,989.6936646,603.5,1212.5,656.100248050205,989.6860396379814,720.6972021374237,1243.664769760519,552.5324210616906,1450.5620067413363,333.08513122576306,-0.810343602465764,4.2217491228545734e-05
93.0,720.6763306,1243.227051,552.6772461,1450.61377,656.0991211,989.6936646,603.6236572,1212.331177,656.1064576352538,989.6766777210544,720.6965843249174,1243.5135896424697,552.4999410392288,1450.4464866790772,333.0715867048193,-0.8126712566252081,2.5663073297976766e-05
94.0,720.6763306,1243.227051,552.4615479,1450.384644,656.0991211,989.6936646,603.6236572,1212.331177,656.110038268652,989.6704432143188,720.6882346296636,1243.3805618102317,552.4138868474765,1450.2987698587922,333.0559835528283,-0.9361891194600958,7.664497077387359e-06
95.0,720.6763306,1243.227051,552.2142944,1450.0,656.0991211,989.6936646,603.6236572,1212.331177,656.108930433837,989.6735027869026,720.6793722481113,1243.2808585985929,552.2845150216198,1450.13466125076,333.03720166403457,-1.1269133276243792,4.687201806413503e-06
96.0,720.6763306,1243.227051,552.1097412,1449.857666,656.0991211,989.6936646,603.6236572,1212.331177,656.1015407340856,989.691301679993,720.6749447597997,1243.2152680901174,552.1304046704096,1449.9751443263854,333.0150329666865,-1.3301218408855675,1.3900563630155217e-05
97.0,720.6763306,1243.227051,551.817749,1449.884399,656.0991211,989.6936646,603.6236572,1212.331177,656.0877168512924,989.7254075569792,720.6771205513007,1243.172430180613,551.9703026341348,1449.8386204858205,332.9899507202169,-1.5049347881756605,2.2094062294484928e-05
98.0,720.6763306,1243.227051,551.730896,1449.646606,656.0991211,989.6936646,603.6236572,1212.331177,656.0701272401111,989.7696128828716,720.6851518812149,1243.136322883756,551.8160147202238,1449.73540076743,332.9629269063594,-1.621428831447247,2.1421020980346675e-05
99.0,720.6763306,1243.227051,551.6845703,1449.68103,656.0991211,989.6936646,603.6236572,1212.331177,656.0554992958902,989.8066713428536,720.6954656290438,1243.0940809382048,551.6697536011953,1449.6663375154349,332.93549626030784,-1.645838763095071,1.3154725790103764e-05
100.0,720.6871948,1243.030762,551.6845703,1449.68103,656.0991211,989.6936646,603.7590332,1212.5,656.0548421292762,989.8078425888624,720.7020919753736,1243.0403526920968,551.52709367272,1449.6246991189712,332.91003755391966,-1.527522383290716,4.325159744708406e-06
101.0,720.7211914,1242.721191,551.5964966,1449.666626,656.0991211,989.6936646,603.9567871,1212.072021,656.0817113261783,989.7375965515782,720.6977237115349,1242.976559160607,551.3832258937817,1449.5995783443295,332.88995213735893,-1.205124993643949,8.59321562387685e-06
102.0,720.6871948,1243.030762,551.0,1449.5,656.0991211,989.6936646,604.5,1212.092163,656.1480108070396,989.5647126984866,720.675468962581,1242.906849365835,551.2374618772226,1449.5789624820789,332.8792573994491,-0.6416842745898066,4.951792850687718e-05
103.0,720.6871948,1243.030762,551.0,1449.5,656.0991211,989.6936646,604.6414185,1212.358521,656.2579894161555,989.2780103370308,720.6307920763632,1242.8346312931142,551.0925721048558,1449.551225893147,332.8813413947505,0.125039718084281,0.00014787283666582455
104.0,720.5,1242.5,551.0,1449.5,656.0991211,989.6936646,604.6414185,1212.358521,656.4030463286084,988.8998706527732,720.5627793496145,1242.760971609476,550.9511084728106,1449.505813390779,332.89727249196346,0.9558658327773628,0.0002829696774683875
105.0,720.5,1242.5,550.8101807,1449.5,656.8641968,987.6913452,604.5,1212.227417,656.561609500596,988.4864335319032,720.474259709966,1242.6830939954846,550.8137145534816,1449.4350522625498,332.9246918152664,1.6451593981753376,0.0003712035218674043
106.0,720.333313,1242.666626,550.8101807,1449.5,656.8641968,987.6913452,604.5,1212.227417,656.7064831949671,988.108274483641,720.3712138611611,1242.59370198458,550.6811247825011,1449.3374767063483,332.95824266434664,2.0130509448154044,0.00032931996573235293
107.0,720.333313,1242.666626,550.6378784,1449.168701,656.8641968,987.6913452,604.333313,1211.994507,656.8159657304434,987.8213356630284,720.2622846173796,1242.484910263452,550.5571287235406,1449.2204389259266,332.9914796078883,1.9942166125008496,0.00018038781545474464
108.0,720.333313,1242.666626,550.3045044,1449.082275,656.8641968,987.6913452,604.2076416,1211.908569,656.881285688422,987.6476964943414,720.1583391418694,1242.3566256861716,550.449010623377,1449.0992656672263,333.01911214255307,1.657952079884808,5.08435551952106e-05
